source,productid,mobilename,userid,review,rating,reviewdate
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 128 GB)",shubham baranwal,...Best camera in light mode,,2024-12-07
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 128 GB)",Kalyan De,...Camera quality very poor,,2025-05-07
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 128 GB)",Flipkart Customer,"...Mind blowing mobile camera is good, access is good .I am very happy",,2025-03-07
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 128 GB)",Anjali Soni,...Phone is very good but camera is not very good ,,2025-05-07
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 128 GB)",Adithya Mohan,...Bad product camera quality is poor,,2025-04-07
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 128 GB)",Jaiprakash bahuguna Jayprakash Bahuguna,...product in low priceGood   good displayBut not good cameraBut gaming performance is goo,,2025-05-07
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 128 GB)",Raghav Kalra,...Best phone but camera is 32 mp,,2025-02-07
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 128 GB)",sajid hasan,...weight and battery backup is great  too.not happy with the camera though.but overall great buy at this price,,2024-08-01
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 128 GB)",Flipkart Customer,...Poor camera 3rd class mobile,,2025-03-07
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 128 GB)",Rajesh Gade,...Except camera everything okay,,2024-09-01
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 128 GB)",Kondala rao KANDIMALLA,...Camera working not good,,2024-07-01
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",Raghu Vamshi,"...The camera is decent, very good light adjustment, and the picture quality is good, and the Front camera is also capturing decent pics",,2025-01-07
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",DIPANKAR KUMAR MEHTA,"...The camera quality overall is good and feels sharp and detailed, giving you nice crispy images in the daytime.",,2024-09-01
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",Basheer KA,...This phone is awesome. The camera quality is unexpected ,,2025-01-07
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",Mahesh Kuwal,...Camera quality is very good front camera 16mp and back 50mp slow motion and portrait features are available,,2025-03-07
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",BIJU SULAIMAN,"...After a week of use, here's my take:Camera (35): Decent for casual shots but lacks sharpness, especially in low light.",,2024-10-01
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",Md Shariq Zafar khan,...2. Camera: Camera set up is really awesome and best in this segment.,,2024-11-07
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",ranjit pradhan,...Nice phone and back camera is excellent but selfie camera quality is normal please upgrade this selfie camera.,,2025-03-07
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",Flipkart Customer,...552.phone look and design 553. Phone camera front 35 back 3.554. Battery 35 or less than that5. Let's,,2024-11-07
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",Samarpan  Roy,...Camera is good for outdoor lighting conditions; takes decent shots but takes little bit of time in processing the image.,,2024-08-01
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",Flipkart Customer,...Camera quality not best and calling time break issue,,2025-09-19
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",Saroj Sharma,"...CameraThe Moto G45 has a 50MP primary camera and a 2MP macro camera, as well as a 16MP selfie camera .",,2025-04-07
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",Pawan Kumar,... Display - 352. Performance - 453.Camera - 3.554.OS experience - 4.55 (as there are some,,2024-12-07
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",Datta Shelar,...Very good mobile picture quality is good camera very good security outstanding,,2025-04-07
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",Suraj kr  Yadav,...Camera quality good but portrait mode is weak.,,2025-03-07
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",Himan Sarma,"...The front camera is alright but the rear is not, the rear cam lacks sharpness and the photos come out very dull and depressed.",,2025-05-07
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",Flipkart Customer,"...While opening a camera, it take times and then after click a photo it take few times to render out and the quality of camera is very poor.",,2025-04-07
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",Gaurav Sarkar,"...Camera quality was not upto the mark, it's like over defined images.",,2025-05-07
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",Vishal Singh,...Camera: camera is looking to precious and picture is also very clear front camera shows holistic performance,,2024-09-01
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",Flipkart Customer,...Good phone under this budget.Like the camera quality.Superr,,2024-09-01
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",Mallik Arjuna,...Rear Camera is good and front camera is 16MT  but its too bad,,2025-01-07
flipkart,2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",Anonymous,nan,,
flipkart,3d5ad13991fdc,"MOTOROLA G96 5G (Pantone Dresden Blue, 128 GB)",Santosh Kumar,...Very bad  camera quality.....,,2025-10-04
flipkart,3d5ad13991fdc,"MOTOROLA G96 5G (Pantone Dresden Blue, 128 GB)",Vivek Kumar,"...Camera is good especially in portrait mode but lack in small object that why I cut 1 star , video recording is very good.",,2025-09-13
flipkart,3d5ad13991fdc,"MOTOROLA G96 5G (Pantone Dresden Blue, 128 GB)",Thandapani Thandish,...Very nice mobile camera quality super ,,2025-10-04
flipkart,3d5ad13991fdc,"MOTOROLA G96 5G (Pantone Dresden Blue, 128 GB)",Govindaraju G B,...Excellent product 55Camera 4.55Battery 45Performance 4.55Display 55,,2025-09-07
flipkart,9a7884b76b50f,"POCO M7 5G (Ocean Blue, 128 GB)",Anonymous,nan,,
flipkart,015cbd184b0eb,"MOTOROLA g35 5G (Midnight Black, 128 GB)",Anonymous,nan,,
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",Karthik Dhulipala,...Pros:-Camera is good but not that much great it's ok-ish details feels like little bit clumsy.,,2025-06-07
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",Flipkart Customer,...Motorola edge 60 Fusion 5G was a awesome smartphone This phone  camera was really good ,,2025-09-07
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",sandeep e,...Camera was assumed and with Sony and the dimensity 7400 was rocked !!!,,2025-05-07
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",Ravi Shankar Bhardwaj,"...lot of improvements are clearly visibleCamera quality, Ai featuresBody ,colourAnd also it's more handy now",,2025-06-07
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",Subrata Das,...Camera - 4.55 ( back camer)45 ( front camera)Display,,2025-10-02
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",Emdadul Haque,...1.Camera Quality of the phone is phenomenal beautiful picture 552.,,2025-09-18
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",mayank parmar,...I think there is backlash in front camera quality then fusion 50. Fusion 50 front camera photo quality is far better than 60 fusion.,,2025-05-07
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",Jangala Pawan,...Camera quality -4.55Battery -45Display quality -55Performance,,2025-05-07
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",Shyam Singh Solanki,...Nice camera quality and offers best AI experience in the segment .,,2025-09-07
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",yaswanth surya,...Not good camera very bad camera quality like 10k mobile.,,2025-05-07
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",Manoj Bind,"...battery is good, 8 hours continuous play.Camera output is strange and little non realistic.It gives some AI processed image every time",,2025-09-25
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",Pranav Dixit,"...Minimum ISO level in Pro mode is 100 only, I was expecting 50. It has dual camera setup in back.",,2025-09-07
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",Flipkart Customer,"...Phenomenal purchase ,Camera quality is bestBattery is humungousWater resistant ip68",,2025-05-07
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",Lucky Khan,...Beautiful MobileCamera Quality AwsmmBattery Backup Very Good,,2025-05-07
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",Sumit Kumar,...The camera quality is superb... performance i,,2025-09-07
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",NIKHIL PAL,...Decent phone in this segment with a very good camera quality.,,2025-09-28
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",Amar Ghosh,"...The phone is very good, especially its camera, just wow.",,2025-09-26
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",Ashish Kumar,...Camera quality is awesomeOverall ratings 4.85Night vision is ,,2025-06-07
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",Akhil Tudu,"...Camera quality is awesome .. dolby sound , curved display fast charging",,2025-05-07
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",Akanksha  Sri,...Display and design awesome.back camera even potrait mode awesome.front camera is average while people make,,2025-09-07
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",Anonymous,nan,,
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",Faishal,"... The camera quality is outstanding, capturing every detail perfectly",,2025-09-30
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",Flipkart Customer,...Upgrade iPhone 13 to 16 proBest camera and compact phone ..! ,,2025-09-28
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",SrinivasReddy KomiReddy,...Titanium Build quality is AswmoeCamera quality is excellentPhone in hand feel Size Aswmoe Ios ui Supe,,2025-10-01
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",Bhuyar Bhuyar,...smooth multitasking and better battery life.Camera quality is sharp and buttons feel useful.,,2025-10-03
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",Farhan Bilal Mukri,"...Gets slows too early, camera is not up to the mark, could've been lot better.",,2025-05-07
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",Varun K Gupta,"...The camera is a bit underwhelming than what I expected.The phone itself is good, I like the shape",,2025-09-27
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",MOHAMMAD  KHAN,...Level PerformanceGreat Battery LifeGreat Camera Quality Specially VideosAwesome Experience ,,2025-06-07
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",Dibyendu Mitra,...Superb phonePros:1. It is iphone with 3 cameras2. It is latest iphone3. It is iphone,,2025-06-07
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",Flipkart Customer,...Good degineNice camera 484812Battery  goodA18 chipset good for gamin,,2025-09-27
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",Srinivas Dhulipala,"...Fantastic camera, brightness.And a lovely deal from Flipkart!",,2025-09-28
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",Shivam Kumar Jha,...Camera is normal not extraordinary some function are good but lack creativity not fully satisfied.,,2025-09-26
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",Niraj Kumar Patel,...Good camera quality,,2025-10-06
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",Abhay Solanki,...Very nice phone and camera is awesome,,2025-09-29
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",Rajesh rajnarayan  Yadav,...there while changingSOT less than 6 hoursCamera is top notchDon't expect zoomCinematography and potrait,,2025-10-07
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",Rohit  Deshmukh,...Camera of iPhone 16 pro is too good,,2025-10-07
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",QUASHIF REZA,...marvellous... excellent performance....excellent camera...Got it in BBD Sale ....at bumper deal.,,2025-09-24
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",CHIRAG mehta,...Thank you flipkart.Amazing camera and service.,,2025-09-23
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",Anwar Bilal,"...Superb, amazing camera quality picks the natural colours and details.",,2025-10-06
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",Flipkart Customer,...Good phone and nice camera,,2025-09-30
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",Rojina Biswas,...Very good phone camera was awesome I really like it,,2025-09-24
flipkart,4397c54ec56b7,"Apple iPhone 16 Pro (Natural Titanium, 128 GB)",Anonymous,nan,,
flipkart,3d5ad13991fdc,"MOTOROLA G96 5G (Pantone Dresden Blue, 128 GB)",Anonymous,nan,,
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",Faishal,"... The camera quality is outstanding, capturing every detail perfectly",,2025-09-30
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",Flipkart Customer,...Upgrade iPhone 13 to 16 proBest camera and compact phone ..! ,,2025-09-28
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",SrinivasReddy KomiReddy,...Titanium Build quality is AswmoeCamera quality is excellentPhone in hand feel Size Aswmoe Ios ui Supe,,2025-10-01
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",Bhuyar Bhuyar,...smooth multitasking and better battery life.Camera quality is sharp and buttons feel useful.,,2025-10-03
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",Farhan Bilal Mukri,"...Gets slows too early, camera is not up to the mark, could've been lot better.",,2025-05-07
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",Varun K Gupta,"...The camera is a bit underwhelming than what I expected.The phone itself is good, I like the shape",,2025-09-27
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",MOHAMMAD  KHAN,...Level PerformanceGreat Battery LifeGreat Camera Quality Specially VideosAwesome Experience ,,2025-06-07
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",Dibyendu Mitra,...Superb phonePros:1. It is iphone with 3 cameras2. It is latest iphone3. It is iphone,,2025-06-07
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",Flipkart Customer,...Good degineNice camera 484812Battery  goodA18 chipset good for gamin,,2025-09-27
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",Srinivas Dhulipala,"...Fantastic camera, brightness.And a lovely deal from Flipkart!",,2025-09-28
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",Shivam Kumar Jha,...Camera is normal not extraordinary some function are good but lack creativity not fully satisfied.,,2025-09-26
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",Niraj Kumar Patel,...Good camera quality,,2025-10-06
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",Abhay Solanki,...Very nice phone and camera is awesome,,2025-09-29
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",Rajesh rajnarayan  Yadav,...there while changingSOT less than 6 hoursCamera is top notchDon't expect zoomCinematography and potrait,,2025-10-06
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",Rohit  Deshmukh,...Camera of iPhone 16 pro is too good,,2025-10-07
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",QUASHIF REZA,...marvellous... excellent performance....excellent camera...Got it in BBD Sale ....at bumper deal.,,2025-09-24
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",CHIRAG mehta,...Thank you flipkart.Amazing camera and service.,,2025-09-23
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",Anwar Bilal,"...Superb, amazing camera quality picks the natural colours and details.",,2025-10-06
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",Flipkart Customer,...Good phone and nice camera,,2025-09-30
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",Rojina Biswas,...Very good phone camera was awesome I really like it,,2025-09-23
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",Anonymous,nan,,
flipkart,0f44e190f0d83,Samsung Guru Music 2,Anonymous,nan,,
flipkart,294cbb65839e6,"Samsung Galaxy F07 (Green, 64 GB)",Anonymous,nan,,
flipkart,49788e7b3339b,Samsung Guru1200,Anonymous,nan,,
flipkart,f2e9e7e09f237,"POCO M7 Pro 5G (Lunar Dust, 256 GB)",Anonymous,nan,,
flipkart,c45105311348e,"Motorola g45 5G (Brilliant Blue, 128 GB)",Anonymous,nan,,
flipkart,b0bb5af15d090,"POCO C71  - Locked with Airtel Prepaid (Desert Gold, 64 GB)",Anonymous,nan,,
flipkart,7a10bb7b619d8,"MOTOROLA G86 Power 5G (Pantone Cosmic Sky, 128 GB)",Anonymous,nan,,
flipkart,a98bb9c85c53b,"POCO M7 5G  - Locked with Airtel Prepaid (Satin Black, 128 GB)",Anonymous,nan,,
flipkart,994d8dcac3256,"Samsung Galaxy S24 5G Snapdragon (Cobalt Violet, 128 GB)",Anonymous,nan,,
flipkart,93452c0761719,"MOTOROLA G96 5G (Pantone Ashleigh Blue, 128 GB)",Anonymous,nan,,
flipkart,920c5c8761871,"realme C71 (Sea Blue, 128 GB)",Anonymous,nan,,
flipkart,a540ff796e078,"MOTOROLA G96 5G (Pantone Greener Pastures, 256 GB)",Anonymous,nan,,
flipkart,87af8109384d4,"MOTOROLA g05 (Plum Red, 64 GB)",Anonymous,nan,,
flipkart,9acd4c5748761,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",Anonymous,nan,,
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Sunset Peach, 128 GB)",Anonymous,nan,,
flipkart,24a26a0a5d263,"MOTOROLA G96 5G (Pantone Greener Pastures, 128 GB)",Anonymous,nan,,
flipkart,1d88319131b56,"POCO M7 Pro 5G (Olive Twilight, 256 GB)",Anonymous,nan,,
flipkart,c6edfabb3b52a,"Ai+ Pulse (Pink, 64 GB)",Anonymous,nan,,
